ID,predict_D,predict_B
166606,42.32238124,0.408240753
107032,42.1602128,0.376270159
74861,41.98039305,0.370559715
158545,41.95086948,0.30580961
63091,41.9426486,0.434742901
182526,41.93649338,0.342302476
163757,41.92583754,0.534213937
179459,41.91608035,0.452580886
14556,41.82853715,0.587961879
157573,41.82400513,0.412168799
99304,41.82273449,0.427015665
71616,41.74020367,0.482905316
11143,41.65878112,0.566368903
191056,41.39853072,0.366996766
7086,41.38827728,0.335147376
107709,41.3735772,0.373510806
134852,41.35615953,0.254723024
92254,41.30763037,0.316821442
4119,41.18974663,0.360991006
9988,41.10866801,0.225948611
100799,41.07487926,0.455587807
6649,40.92611146,0.542426831
20031,40.87419592,0.371036431
180246,40.67388714,0.425006218
119746,40.67066071,0.242722594
12330,40.55768321,0.547812568
23659,40.47205131,0.48620394
173994,40.37423149,0.449655837
68675,40.35055817,0.43383435
14064,40.33265611,0.253205938
60507,40.299768,0.502943536
39862,40.14255922,0.375185203
152470,40.12068156,0.434745893
121235,40.09150516,0.46847649
13947,39.88112732,0.409089394
184011,39.87506333,0.433740022
18753,39.81830003,0.348867132
94884,39.73691475,0.387309522
138748,39.73131466,0.304445082
3424,39.68607359,0.381321207
182642,39.57530668,0.411361562
53775,39.54171748,0.338715557
20722,39.5018777,0.355256027
110326,39.40592654,0.311270076
141609,39.33570324,0.407325872
64609,39.24169081,0.337424629
131975,39.19908208,0.360360555
170894,39.05810458,0.36066111
60490,39.04070951,0.408080991
1334,38.90621511,0.328011394
125876,38.81204898,0.283645254
88886,38.80236643,0.293360543
148360,38.79820257,0.421242407
1959,38.64387294,0.375821996
122271,38.61271691,0.366753885
107298,38.53105456,0.420829799
127498,38.52000472,0.322124901
146241,38.44078449,0.388356513
92408,38.41730796,0.405686716
166485,38.33105041,0.496161799
172088,38.3097691,0.370452211
63286,38.29670807,0.287691192
120910,38.20165078,0.376276816
127336,38.11199441,0.376310016
176253,38.11096243,0.388711224
89026,38.07669368,0.37245759
59598,38.07513757,0.366566514
67013,38.01249426,0.568337138
83292,37.95800295,0.368491134
5424,37.88777314,0.447341508
165385,37.74616599,0.466276949
174576,37.68838278,0.38376
58525,37.63865212,0.366410052
82518,37.59172368,0.420104003
129408,37.54130007,0.454901623
128987,37.49629926,0.503135818
175283,37.48674625,0.472484106
59318,37.47681902,0.276018301
153982,37.33585791,0.365263246
133042,37.04537051,0.36881885
130369,37.0125225,0.438852829
3718,36.96112968,0.49229801
166687,36.95738753,0.275145674
172500,36.89953405,0.433284363
47869,36.83068671,0.302823607
11562,36.81539313,0.46519536
118102,36.60815404,0.445103448
108115,36.50517576,0.40430536
62349,36.50285744,0.361140745
19323,36.4807792,0.352150371
37422,36.47956677,0.361464483
147406,36.41363263,0.487099563
80946,36.40807018,0.360727752
539,36.29995752,0.311550126
148949,36.23776142,0.267396053
98447,36.06434219,0.508851171
21885,36.05532942,0.365456667
117115,35.62492118,0.515959654
131549,35.57416368,0.460015273
66117,35.5578778,0.422735573
68441,35.45270619,0.352011255
58882,35.39848142,0.399665863
2623,35.29524893,0.453469584
164610,35.29383189,0.458366072
10489,35.27572792,0.500216008
148133,35.25850199,0.398214548
171397,35.25218347,0.425774059
98873,35.16731377,0.324079838
135354,35.08533566,0.307387813
25804,35.05786813,0.4260179
89210,35.01556602,0.464048404
41922,34.97270474,0.348256203
152151,34.94650151,0.344348904
62608,34.93870024,0.349865948
57237,34.83304903,0.333079025
82085,34.83176398,0.380774348
31463,34.75032966,0.437262622
107569,34.73453697,0.256283284
3763,34.73314023,0.589281048
114109,34.70138161,0.510692371
177055,34.68799143,0.308343735
64650,34.67535343,0.313032712
139228,34.64248894,0.460931665
47508,34.57570117,0.384535572
126994,34.55249095,0.371840835
144525,34.50688143,0.348215204
403,34.49445421,0.543987957
95525,34.4922262,0.390474955
26924,34.43761646,0.470372218
169023,34.41064419,0.393087617
2321,34.40748549,0.554369594
144038,34.3319444,0.340914482
111485,34.32344884,0.420624357
162294,34.32156749,0.484817293
150644,34.29118611,0.415440622
165368,34.23641289,0.456861635
163316,34.21767952,0.50430014
136466,34.16521383,0.350918461
180936,34.09732719,0.328117604
40351,34.07797943,0.398147852
181799,33.91341106,0.455938518
10847,33.90303302,0.572607275
183412,33.88806204,0.376925003
55953,33.82845753,0.38284245
8386,33.78872111,0.288047143
171083,33.77967097,0.486374802
160701,33.7403445,0.325321996
145903,33.73563127,0.371512653
136181,33.71802355,0.297180997
145004,33.70794058,0.415126812
132006,33.61681118,0.463842393
121978,33.59230632,0.440655338
105861,33.57762333,0.327465961
155970,33.54012955,0.474223658
182480,33.53828127,0.465920233
38438,33.41617414,0.487292469
127543,33.36064841,0.438597235
89812,33.3204853,0.355584944
30316,33.30954385,0.306532196
145284,33.30057217,0.577931918
160667,33.28885298,0.482386472
93719,33.27851185,0.413005446
175262,33.26513489,0.363707996
100369,33.2167754,0.503731515
32622,33.11384361,0.339175776
64141,33.09337835,0.45125845
91288,33.08767642,0.42343382
163740,33.06347365,0.420022192
56441,33.02537679,0.433500858
67524,32.98998264,0.384030963
57092,32.96588791,0.51506854
6917,32.957804,0.529610469
155628,32.95021436,0.425167128
182840,32.93921271,0.405018657
62561,32.88229481,0.410398432
144655,32.84776555,0.302964065
718,32.83673268,0.428415865
135581,32.82722583,0.379373262
153776,32.80846844,0.429652513
57069,32.79699742,0.426941043
189906,32.78908284,0.318619934
61144,32.78470575,0.313075228
156224,32.76526511,0.367142576
117813,32.73425409,0.37804045
42856,32.713191,0.383099633
20846,32.62939905,0.417021643
35078,32.61588165,0.439081048
160147,32.53964379,0.290107905
103310,32.50932162,0.299210111
108438,32.50480508,0.337062011
60657,32.48799948,0.398309954
1480,32.48000847,0.493501165
153445,32.42730768,0.464242683
168535,32.38424025,0.272898322
68472,32.31252494,0.360832873
156101,32.1634071,0.524321917
181860,32.15949954,0.306110894
127561,32.14669141,0.265612766
134329,32.11448721,0.36123096
149560,32.05298206,0.446064552
9727,32.03097494,0.301295405
173039,31.99672171,0.431599901
172854,31.98424554,0.380352197
155607,31.94783778,0.501181117
74882,31.92841728,0.472346824
153450,31.92427874,0.440345544
150301,31.8673513,0.270239903
12954,31.84281246,0.582794406
140871,31.7339718,0.462946031
69187,31.73284864,0.3863365
131060,31.72999894,0.405249846
61270,31.68453479,0.341576821
701,31.66294437,0.551573481
19094,31.59004579,0.396741975
93334,31.56049538,0.376842382
130741,31.55353906,0.448467773
179060,31.54656525,0.28488687
92972,31.54062636,0.494445751
43748,31.49320748,0.393351992
39348,31.47622325,0.490572305
167318,31.47198493,0.493629097
45656,31.46987914,0.407544736
183516,31.43963787,0.396899075
54026,31.39656218,0.360754157
156959,31.36333115,0.49144239
56774,31.30172474,0.36031829
153582,31.28999556,0.427035997
147835,31.25699277,0.457392318
154839,31.21142366,0.334328818
135913,31.09230224,0.300807161
147649,31.07189863,0.300625439
104442,31.05698844,0.419937251
61256,31.03345573,0.454517566
150684,31.02833836,0.514642932
63104,31.01695698,0.442640171
151995,30.99354063,0.402570026
77925,30.82044426,0.421454213
325,30.73294669,0.425011448
6971,30.70260575,0.47360884
163591,30.68453868,0.500275037
48293,30.64628047,0.378807719
189130,30.63823544,0.380531989
149769,30.58965735,0.454102188
25690,30.58793884,0.31242279
140445,30.58012517,0.416946818
175130,30.46703118,0.358037982
107328,30.45858821,0.387713476
168038,30.45272416,0.468246397
76996,30.4334308,0.38410305
121928,30.43022045,0.360183786
50144,30.38233834,0.512063716
89176,30.31972748,0.482645987
167258,30.28058026,0.464968782
73779,30.25928518,0.417167685
38664,30.21996218,0.387713476
157707,30.20263007,0.434795419
21401,30.19019346,0.407432528
38269,30.16850341,0.371105807
129598,30.16836876,0.315648626
68427,30.16071891,0.379714728
66953,30.15493481,0.403709639
178783,30.12309251,0.423179406
100640,30.11905741,0.449683814
171209,30.1083983,0.407391355
141189,30.09439053,0.338345497
91431,30.08714902,0.375966941
66068,30.046087,0.360752518
177640,30.0436949,0.388906745
62295,29.95694632,0.469960765
117390,29.95054946,0.302386018
122823,29.91200046,0.461309901
65543,29.89983595,0.416751981
188627,29.88490909,0.540335648
101614,29.88342199,0.446445287
99809,29.87928346,0.483108461
144725,29.87076071,0.441434929
36528,29.80566871,0.367973399
47230,29.79992545,0.416751993
190754,29.79455249,0.52862204
163432,29.77115855,0.371840835
150061,29.77054036,0.43203302
157106,29.75575655,0.491222169
146555,29.6579003,0.353550195
183460,29.65423876,0.355892406
20065,29.63916809,0.437829854
92777,29.60869862,0.351821284
120107,29.59873242,0.490563655
112182,29.58029973,0.364806574
142203,29.57409098,0.425666043
152380,29.56838245,0.492239438
714,29.56541749,0.496216364
122423,29.52829681,0.40254562
17590,29.42912423,0.406920071
50420,29.42826452,0.430993567
178433,29.39296442,0.43512063
154799,29.37170441,0.357676158
17452,29.35310348,0.44336578
83173,29.33083249,0.344245403
136049,29.31839532,0.515676227
143954,29.28657716,0.427080891
151738,29.27265798,0.415108628
32905,29.24553683,0.50811062
76607,29.18894102,0.379701507
169630,29.17878696,0.447464654
3608,29.17094561,0.616322734
152075,29.16306534,0.339513053
142926,29.14375137,0.497676008
149433,29.13374048,0.39463593
63397,29.11001862,0.383318261
166350,29.01780135,0.494821977
13989,29.01081104,0.344389671
96314,28.98323656,0.544061726
60506,28.95218227,0.461073107
183042,28.87626358,0.35671528
5407,28.81949618,0.380649618
170287,28.79766848,0.397080664
137429,28.79766848,0.382666747
7607,28.79766848,0.377787972
113594,28.79766848,0.33859398
63292,28.79766848,0.337883672
86939,28.7914098,0.397065794
140577,28.78073729,0.34822183
190380,28.72175908,0.39242251
67422,28.69887821,0.379635723
100411,28.69747113,0.447119901
149999,28.68927449,0.337883672
152537,28.68927449,0.310643196
133430,28.67102972,0.414808998
136175,28.66170788,0.402307236
155091,28.64250003,0.337062011
171642,28.63875083,0.443748071
186271,28.63807559,0.556866031
40313,28.62268565,0.42257859
94902,28.61980866,0.3878496
150516,28.61935663,0.406886024
36992,28.60957719,0.352295175
165102,28.60957719,0.33859398
144818,28.58440125,0.506023893
154090,28.5833856,0.52601197
78964,28.56254425,0.441395578
178582,28.56173821,0.455846601
21624,28.55047232,0.430740709
163860,28.53551389,0.397080664
146153,28.53109007,0.394527077
177762,28.52807805,0.499404997
184644,28.48292558,0.290651832
2151,28.46477119,0.495116842
143782,28.458901,0.374892959
120995,28.43988273,0.335843976
148049,28.43485454,0.487775237
38082,28.42432541,0.344551516
148098,28.42319858,0.367024363
166711,28.41621019,0.515836979
3651,28.38052871,0.59491922
183940,28.37300232,0.502564729
7590,28.36222321,0.542766703
139220,28.36169634,0.427783834
168799,28.3175495,0.411856454
72851,28.21886637,0.43400426
10800,28.21808833,0.466198894
141468,28.20174632,0.353019626
15311,28.20174632,0.337883672
140723,28.20094592,0.385563589
30443,28.19263535,0.498940633
170001,28.18691887,0.353019626
45367,28.18691887,0.346615116
90259,28.18691887,0.333973122
190377,28.15587167,0.565253273
79399,28.14463678,0.344026887
83102,28.11675734,0.366958932
16785,28.11285556,0.317632662
3873,28.11022289,0.420347142
114362,28.10201781,0.418874662
268,28.08499042,0.592428781
169531,28.06700014,0.483690651
12644,28.04359199,0.503975487
154166,28.02521293,0.405637587
7676,28.01918275,0.330856388
171014,28.01093222,0.285378021
68951,27.98687636,0.432309701
67315,27.96518934,0.451483101
100430,27.95055839,0.472054656
39816,27.93445611,0.392493078
157295,27.85484039,0.37049693
153353,27.85130749,0.37929231
112358,27.83308606,0.380002032
186980,27.80865261,0.523491387
2512,27.80762465,0.467389327
162676,27.79660911,0.382666747
112375,27.77607814,0.438940686
157061,27.74864839,0.419331526
43165,27.70175953,0.429341318
173571,27.69515159,0.504076344
68578,27.68806653,0.541215118
88489,27.67799154,0.45146446
166735,27.6754254,0.543865179
114657,27.66536078,0.340101172
27532,27.66519667,0.431539224
187220,27.64190447,0.360011825
165366,27.63380866,0.362617427
134012,27.62369104,0.423236919
154576,27.61424236,0.397440892
178456,27.60286268,0.455595532
182156,27.60220912,0.454759543
2935,27.60201518,0.498932043
161492,27.60126217,0.317632662
177737,27.5919069,0.385280861
130141,27.59095595,0.406402905
63725,27.59095595,0.36698067
133804,27.59095595,0.317632662
177280,27.55142305,0.36634118
169350,27.54435741,0.283364109
175708,27.51882126,0.439246385
118787,27.51689264,0.323767016
176929,27.51511349,0.379292392
168393,27.5116715,0.442511952
7879,27.50609587,0.352873457
120989,27.50322592,0.331890429
183694,27.50144415,0.352295175
178052,27.50144415,0.337883672
81823,27.50144415,0.32446219
123798,27.50144415,0.296491521
147592,27.47596439,0.504330576
61941,27.46800436,0.390717175
152641,27.46356134,0.275568373
60694,27.45568773,0.419306664
80358,27.4451308,0.343162657
55553,27.44012227,0.27122116
148391,27.43596341,0.374289244
27846,27.42916261,0.402392026
41000,27.4102364,0.437140303
66393,27.38521639,0.499815443
146500,27.35626612,0.355705185
148465,27.35626612,0.310643196
175251,27.35530862,0.414974555
4746,27.33582683,0.661371589
27341,27.31896128,0.50326978
123678,27.3053715,0.379878555
35325,27.30337311,0.472837248
136572,27.29397092,0.496942175
173774,27.27980237,0.420771361
104359,27.26174876,0.351540679
160002,27.26083626,0.386998688
174375,27.2509271,0.360463993
24144,27.22961451,0.32446219
52881,27.15327268,0.470201128
180837,27.11982179,0.430125192
34917,27.11982179,0.399178739
17435,27.11982179,0.347880457
33284,27.09735975,0.453073494
145436,27.0912911,0.337883672
181943,27.07921276,0.412235264
187764,27.07002321,0.51458777
168747,27.03790711,0.445789097
53576,27.0173517,0.377347709
74408,27.01627169,0.458791534
6789,26.98238956,0.456577097
163634,26.95693458,0.410228569
20178,26.93760291,0.423968726
88920,26.9336078,0.309964044
124935,26.91151189,0.494534127
12090,26.90834555,0.619616188
20972,26.89619077,0.412754674
151043,26.89604169,0.354867606
109480,26.8898918,0.411233962
154382,26.88854396,0.362484915
66797,26.88753603,0.486262073
164592,26.88647515,0.397080664
168549,26.88647515,0.38191737
6046,26.88106592,0.484120942
141645,26.86453584,0.415555634
28124,26.86019066,0.34690959
149709,26.85836205,0.423694291
149534,26.85836205,0.382666747
124979,26.84596516,0.367718176
173948,26.83052165,0.339854957
172938,26.82787798,0.380639554
60615,26.78109122,0.422029482
188851,26.76467008,0.464159791
84474,26.76326125,0.32446219
35181,26.76036765,0.409972314
68750,26.74177279,0.29152053
89174,26.7405156,0.426755703
27217,26.73021153,0.378285476
41921,26.71707104,0.388278811
63085,26.66205798,0.432212804
166899,26.66138366,0.366277342
152325,26.64072395,0.36802048
153044,26.64072395,0.31953343
85716,26.63435851,0.477885875
189916,26.63185086,0.452111113
163435,26.62487426,0.578582834
14598,26.62384528,0.568353293
97210,26.59036232,0.424190092
33460,26.56839257,0.44635552
48338,26.56579947,0.347880457
157307,26.56102666,0.438875864
144309,26.56102666,0.347880457
136607,26.55092436,0.522781703
17791,26.54353629,0.459739879
161760,26.54001222,0.369586521
94402,26.53751105,0.378408069
90265,26.53739116,0.35939242
133533,26.5234476,0.296491521
56845,26.50534461,0.384917289
118736,26.49308969,0.421217906
44900,26.48762237,0.258410536
69149,26.48331689,0.426161318
158534,26.48179466,0.421502963
64906,26.46667955,0.416062484
91635,26.46639448,0.348102207
124694,26.46243287,0.418963596
102030,26.46243287,0.383986352
179143,26.45885145,0.458316441
1748,26.45810962,0.406314255
169855,26.45636127,0.494053855
179444,26.45309302,0.46625775
4284,26.44884706,0.499933233
122138,26.44352092,0.423347653
129852,26.44289675,0.506816898
9784,26.4409356,0.581627746
160911,26.43437505,0.41456769
64866,26.43029174,0.420152021
101938,26.42629868,0.430125192
29988,26.42629868,0.383986352
126530,26.42629868,0.377347709
47991,26.42629868,0.325686971
119848,26.41951961,0.347880457
99430,26.41951961,0.33984527
104534,26.41069609,0.442262664
85095,26.37716775,0.310643196
70122,26.35358891,0.375405121
57647,26.35116833,0.369197273
6941,26.34834027,0.447539038
49071,26.34680984,0.308926422
4187,26.33900887,0.509020802
144671,26.33900858,0.403007436
129136,26.32755571,0.32446219
120449,26.32755571,0.283364109
186807,26.32610404,0.502517486
83564,26.30598687,0.370491444
117825,26.2943278,0.350423707
181941,26.27912426,0.394332214
154253,26.26849773,0.574363529
93476,26.26678013,0.349620266
34448,26.24826502,0.379455267
1254,26.24294062,0.317338833
153718,26.24288377,0.405012307
176874,26.23024543,0.332393035
137309,26.21644082,0.32315803
153404,26.20761344,0.356174238
122919,26.18173056,0.428667026
149569,26.17289913,0.485474634
69421,26.17211287,0.556859583
149169,26.17062445,0.444558254
33542,26.16709681,0.361983587
63300,26.16459115,0.353901806
5074,26.16217983,0.349683354
134506,26.15967277,0.292579004
63990,26.1531571,0.385555416
121551,26.14626407,0.483567485
188547,26.1391817,0.515399106
49464,26.13840124,0.37459375
35101,26.12147836,0.466278394
63790,26.09466126,0.303114919
167876,26.09171398,0.358386522
4606,26.09091454,0.364812178
71744,26.07960215,0.436443963
125593,26.07279948,0.426406355
105768,26.06699655,0.468233849
93927,26.06577904,0.362739578
155040,26.0433404,0.550888054
49439,26.00936656,0.423236919
178976,26.00936656,0.41456769
30551,26.00936656,0.359776752
132812,26.00936656,0.298321086
175438,25.98855287,0.467837086
74817,25.98765834,0.541290669
54554,25.9705326,0.352885614
89335,25.9670147,0.352295175
64766,25.9670147,0.310643196
136150,25.96212819,0.467681203
142830,25.93317233,0.430125192
54417,25.91930046,0.272334541
141243,25.91883447,0.4458324
143018,25.91464519,0.399189095
160857,25.89998412,0.316595798
100483,25.89136823,0.496404264
61632,25.86934621,0.389295764
121937,25.86856573,0.518313488
137572,25.86651072,0.407750298
42399,25.86651072,0.383986352
59290,25.86651072,0.383986352
139799,25.86651072,0.377347709
100858,25.86651072,0.37459375
182682,25.86512137,0.274642746
5321,25.86115137,0.503688855
117340,25.85682501,0.397790833
118186,25.83735333,0.434563609
87485,25.83174026,0.397889281
83933,25.8312852,0.381976742
92366,25.81773353,0.405511687
154007,25.81738325,0.340972722
77399,25.79752457,0.507747026
63420,25.78087859,0.345541359
165886,25.77481219,0.398619273
4638,25.7400353,0.547826396
8863,25.73592268,0.465956668
185460,25.72962094,0.506537833
92318,25.72917948,0.351510014
141223,25.72887547,0.363596118
57052,25.7274042,0.385572758
128857,25.71960691,0.303639535
135246,25.71513816,0.353901218
131169,25.70496818,0.381946313
34600,25.70338377,0.501906975
152545,25.6791608,0.432811444
153551,25.67643855,0.394727449
148079,25.67399527,0.369017045
39931,25.64869992,0.453349629
171214,25.63523289,0.37459375
183747,25.60973082,0.424549546
102011,25.59822666,0.415886649
3875,25.59754628,0.323130182
136372,25.59588176,0.399178739
22264,25.59475415,0.388720053
80227,25.58639215,0.399097543
97916,25.56892895,0.49707563
169198,25.56797344,0.444616003
26965,25.56147546,0.376775904
159910,25.56026897,0.46806936
51285,25.55923338,0.294454147
169371,25.55271164,0.389649581
104829,25.55099114,0.428609489
153131,25.55099114,0.310513893
115723,25.54815354,0.311849159
94019,25.54759026,0.324051706
83460,25.54397816,0.41591022
13727,25.5412955,0.550556369
168921,25.54091871,0.478864131
161916,25.54091871,0.415884902
591,25.5399313,0.400970856
87206,25.53886223,0.399556844
70240,25.53492153,0.492368513
191155,25.53320697,0.298330124
4340,25.53285874,0.335818124
43321,25.52181845,0.391424184
68916,25.51251859,0.529743742
48629,25.51076206,0.337553097
190412,25.4963829,0.466187119
137256,25.47587907,0.464348831
148571,25.45216033,0.351373324
55023,25.44964781,0.445549613
153499,25.44217739,0.437086013
49093,25.43621755,0.418589745
49089,25.43350118,0.445329181
88542,25.41139722,0.455561443
84144,25.40998147,0.394369039
36337,25.40631529,0.350058486
150377,25.3991349,0.361525498
97774,25.39036766,0.444047727
137539,25.38741288,0.41637836
165019,25.38741288,0.360763737
169135,25.38741288,0.354295669
175113,25.38475502,0.41456769
65618,25.38475502,0.33984527
119923,25.38475502,0.333556546
161559,25.38475502,0.284273394
144050,25.36896739,0.449559243
136721,25.35816166,0.413028419
36692,25.35332153,0.482051146
3109,25.31171047,0.511580455
90578,25.30771559,0.430125192
171357,25.30771559,0.383986352
13196,25.30689043,0.300118121
108371,25.30472821,0.513229671
110712,25.29524322,0.33984527
133285,25.29524322,0.333556546
137833,25.28210717,0.49558038
95341,25.27929586,0.530834395
80900,25.25291069,0.399667797
48631,25.24563117,0.31953343
179439,25.24546097,0.364360052
162820,25.24217739,0.461860712
6490,25.23609886,0.561242512
79702,25.23316879,0.370704762
16175,25.22253345,0.321769522
112247,25.20466317,0.44990619
154297,25.20062138,0.474581195
82669,25.19413966,0.442009439
151695,25.19403807,0.374154971
36460,25.19260753,0.511611757
128792,25.18106397,0.399178739
184643,25.18106397,0.311839893
184549,25.17785954,0.427702264
83530,25.16892279,0.340938022
90108,25.16265093,0.421093742
93597,25.15323159,0.417065271
155602,25.1520516,0.415208595
161646,25.14818915,0.341431254
115094,25.13511682,0.357004094
48207,25.13193487,0.358222382
187571,25.10255437,0.412942679
162254,25.0892698,0.464393985
71794,25.08881192,0.431339039
82850,25.08312344,0.463649078
162796,25.06849186,0.426784525
112480,25.05485387,0.375166823
102260,25.03539637,0.319658113
48487,25.02882379,0.350787542
84708,25.02667722,0.44859109
120772,25.02483851,0.378533989
153781,25.02466874,0.520781182
69997,25.01292281,0.524292096
19499,25.00870596,0.425685824
150248,25.00402579,0.417582702
173737,24.9909689,0.418068416
69963,24.98774763,0.324313642
147270,24.98559904,0.519768656
188454,24.97666839,0.578103277
2586,24.97531841,0.452941055
136982,24.9660456,0.474289518
167470,24.96462469,0.451369345
191233,24.96204399,0.465577007
116950,24.94967224,0.461663947
162767,24.94878005,0.475231489
2415,24.93806193,0.474224473
184445,24.91827368,0.363434783
7485,24.91634787,0.41605766
123650,24.91176188,0.44678302
133176,24.90998028,0.456269958
24277,24.88681521,0.525257745
102163,24.88509016,0.41637836
15219,24.88509016,0.406716555
130426,24.88509016,0.39244477
29109,24.88509016,0.389649581
129468,24.88509016,0.377347709
108364,24.88509016,0.347880457
108923,24.88509016,0.34522232
79180,24.88509016,0.298321086
65360,24.8849862,0.44242034
122944,24.86941368,0.41101742
65999,24.84194784,0.436834644
84097,24.83792462,0.41456769
187696,24.83634925,0.424780325
143895,24.83034941,0.450238054
133814,24.82828432,0.368187002
31313,24.82797307,0.492277763
68563,24.82768203,0.44076288
181937,24.81920935,0.406257233
153743,24.80791564,0.471972547
170239,24.80735179,0.475230795
163497,24.80263588,0.443204462
188170,24.80176372,0.484010822
10906,24.80091877,0.52437881
156961,24.78788625,0.428290846
23927,24.78479075,0.409994591
157425,24.76605522,0.497406706
190387,24.76252024,0.455025049
120220,24.75784694,0.366479444
152986,24.74144491,0.447226914
82576,24.7406612,0.367200341
19418,24.72832458,0.350513834
132896,24.72369325,0.392160594
46981,24.72367188,0.507643692
172503,24.71652318,0.449463346
13805,24.71575776,0.388026056
68618,24.7094286,0.509141051
111374,24.70578537,0.346084755
87016,24.70519841,0.331654081
154117,24.68065582,0.441913141
132419,24.67986126,0.359776752
61220,24.67626417,0.373173814
89227,24.67560432,0.481796045
14386,24.66290196,0.38767893
136522,24.65664027,0.374542885
11254,24.63144564,0.616115975
140672,24.63049912,0.48173685
19581,24.62833228,0.499778014
111656,24.62437446,0.453064258
170825,24.62236139,0.481045417
11395,24.614178,0.414445441
82836,24.61206007,0.449622291
114912,24.60202434,0.588832545
18534,24.59603695,0.345226087
164123,24.59310595,0.432884511
81468,24.58949906,0.40311276
190477,24.58803666,0.422661366
32780,24.58298523,0.364107758
115616,24.57994138,0.481294177
38734,24.57913971,0.458366815
121879,24.57695289,0.387876443
157311,24.571831,0.528050908
65061,24.5660911,0.350843186
109084,24.55497279,0.392654695
188896,24.55299008,0.498038793
118576,24.54296713,0.298912986
157100,24.54216222,0.493048018
174629,24.52439142,0.448675743
148991,24.52210993,0.418537118
170817,24.521751,0.447234513
154131,24.51243425,0.39798714
20573,24.51047325,0.383945871
125180,24.50652515,0.311849159
106649,24.49178366,0.32967391
